Frame	Occidentary	Time	Encounter Slot	PID	!!!	Nature	Ability	HP	Atk	Def	SpA	SpD	Spe	Hidden	Power	50% F	12.5%F	25% F	75% F	
125463	125474	34:51.05	0	D8BCF2DC		Gentle	0	12	24	25	15	0	29	Ghost	40	M	M	M	M	
125464	125471	34:51.06	0	D0C0175B		Rash	1	1	11	8	22	28	28	Fighting	41	F	M	M	F	
125465	125486	34:51.08	3	C2AF60C6		Adamant	0	4	12	3	24	31	31	Grass	57	M	M	M	M	
125466	125491	34:51.10	1	6F0AFCF0		Jolly	0	3	11	16	2	26	22	Fighting	67	M	M	M	M	
125467	125484	34:51.11	0	74869DD2		Relaxed	0	6	6	24	21	16	15	Bug	36	M	M	M	M	
125468	125523	34:51.13	1	499A8263		Mild	1	2	1	21	22	0	6	Flying	45	F	M	M	F	
125469	125476	34:51.15	0	01FD670C		Naughty	0	27	24	22	18	13	4	Steel	43	F	F	F	F	
125470	125479	34:51.16	1	5145B644		Modest	0	31	8	9	7	18	1	Ghost	61	F	M	M	F	
125471	125626	34:51.18	1	60E3E871		Jolly	1	11	7	30	17	3	27	Dragon	59	F	M	M	F	
125472	125487	34:51.20	1	8D84C2AF		Sassy	1	31	24	31	14	30	31	Ground	68	M	M	M	F	
125473	125688	34:51.21	0	63AC2682		Lax	0	20	1	10	3	6	16	Rock	63	M	M	M	F	
125474	125511	34:51.23	1	5CED0BB9		Bold	1	9	23	8	4	2	18	Fighting	56	M	M	M	F	
125475	125688	34:51.25	2	63AC2682		Lax	0	20	1	10	3	6	16	Rock	63	M	M	M	F	
125476	125523	34:51.26	2	499A8263		Mild	1	2	1	21	22	0	6	Flying	45	F	M	M	F	
125477	125508	34:51.28	0	8DE91528		Timid	0	5	13	31	29	2	25	Steel	52	F	M	F	F	
125478	125511	34:51.30	2	5CED0BB9		Bold	1	9	23	8	4	2	18	Fighting	56	M	M	M	F	
125479	125548	34:51.31	1	1FF3E3BE		Gentle	0	0	10	3	6	31	9	Grass	64	M	M	M	F	
125480	125503	34:51.33	0	DD1B409E		Hardy	0	20	11	11	20	8	26	Flying	38	M	M	M	F	
125481	125572	34:51.35	1	BC62FBBB		Naughty	1	17	9	18	22	8	20	Fighting	42	M	M	M	F	
125482	125661	34:51.36	0	36194B8A		Brave	0	14	28	3	16	14	27	Poison	58	M	M	M	F	
125483	125492	34:51.38	0	41636F0A		Bold	0	22	2	26	30	20	31	Flying	49	F	F	F	F	
125484	125493	34:51.40	0	68564163		Quirky	1	31	30	20	13	15	10	Electric	57	F	M	M	F	
125485	125490	34:51.41	0	FCF0F9DF		Naive	1	10	24	27	11	16	3	Ghost	48	M	M	M	M	
125486	125557	34:51.43	1	59AFEF2D		Adamant	1	1	6	0	11	1	0	Electric	41	F	M	F	F	
125487	125592	34:51.45	0	B3337A36		Hasty	0	21	29	27	21	10	0	Bug	52	F	M	F	F	
125488	125519	34:51.46	0	A66CE081		Quiet	1	1	15	16	23	24	25	Ghost	41	M	M	M	F	
125489	125586	34:51.48	0	8BB53F22		Brave	0	16	4	19	0	5	13	Grass	32	F	M	F	F	
125490	125497	34:51.50	1	DD378FFC		Lonely	0	9	20	2	25	29	14	Electric	37	M	M	M	M	
125491	125494	34:51.51	1	D3DF6856		Naive	0	10	13	15	31	3	28	Psychic	63	F	M	M	F	
125492	125529	34:51.53	0	F1800286		Timid	0	28	21	21	5	10	15	Steel	55	M	M	M	F	
125493	125496	34:51.55	0	8FFCBDAA		Naive	0	23	9	23	20	2	9	Ground	53	M	M	M	F	
125494	125539	34:51.56	0	F3D507B5		Naughty	1	29	22	17	5	18	21	Ghost	51	M	M	M	F	
125495	125508	34:51.58	0	8DE91528		Timid	0	5	13	31	29	2	25	Steel	52	F	M	F	F	
125496	125535	34:51.60	1	D39AF9F2		Docile	0	7	1	13	17	1	9	Dark	30	M	M	M	M	
125497	125552	34:51.61	1	EE47A20B		Sassy	1	23	4	31	4	24	13	Ground	33	F	F	F	F	
125498	125529	34:51.63	0	F1800286		Timid	0	28	21	21	5	10	15	Steel	55	M	M	M	F	
125499	125648	34:51.65	3	DB9DDAC9		Modest	1	28	4	17	16	27	30	Fire	55	M	M	M	M	
125500	125509	34:51.66	0	7DA58DE9		Rash	1	25	29	2	7	23	13	Dragon	63	M	M	M	M	
125501	125582	34:51.68	2	D74E8434		Quiet	0	11	4	6	10	31	24	Steel	63	F	M	F	F	
125502	125557	34:51.70	0	59AFEF2D		Adamant	1	1	6	0	11	1	0	Electric	41	F	M	F	F	
125503	125592	34:51.71	1	B3337A36		Hasty	0	21	29	27	21	10	0	Bug	52	F	M	F	F	
125504	125551	34:51.73	0	A20B7CC9		Impish	1	7	18	27	4	31	23	Grass	59	M	M	M	M	
125505	125606	34:51.75	0	460A2003		Hardy	1	25	10	17	19	27	17	Dragon	61	F	F	F	F	
125506	125523	34:51.76	1	499A8263		Mild	1	2	1	21	22	0	6	Flying	45	F	M	M	F	
125507	125572	34:51.78	1	BC62FBBB		Naughty	1	17	9	18	22	8	20	Fighting	42	M	M	M	F	
125508	125741	34:51.80	0	E25FACF7		Modest	1	19	14	4	12	8	30	Fighting	36	M	M	M	M	
125509	125600	34:51.81	0	718BABA3		Lonely	1	24	18	29	0	25	22	Fire	36	M	M	M	F	
125510	125513	34:51.83	1	0892A2E9		Naive	1	2	3	17	6	17	27	Grass	47	M	M	M	M	
125511	125558	34:51.85	0	80C159AF		Bold	1	0	11	1	12	23	22	Water	56	M	M	M	F	
125512	125515	34:51.86	2	C4DBC462		Rash	0	24	3	16	16	16	19	Poison	36	F	M	M	F	
125513	125522	34:51.88	0	8263E2F9		Quirky	1	26	12	18	1	21	2	Electric	38	M	M	M	M	
125514	125521	34:51.90	2	E2F941E1		Calm	1	3	19	0	12	18	26	Fighting	57	M	M	M	M	
125515	125572	34:51.91	1	BC62FBBB		Naughty	1	17	9	18	22	8	20	Fighting	42	M	M	M	F	
125516	125741	34:51.93	3	E25FACF7		Modest	1	19	14	4	12	8	30	Fighting	36	M	M	M	M	
125517	125538	34:51.95	0	07B58629		Careful	1	21	30	28	22	17	29	Water	41	F	M	F	F	
125518	125539	34:51.96	0	F3D507B5		Naughty	1	29	22	17	5	18	21	Ghost	51	M	M	M	F	
125519	125648	34:51.98	1	DB9DDAC9		Modest	1	28	4	17	16	27	30	Fire	55	M	M	M	M	
125520	125591	34:52.00	0	7A366904		Bold	0	19	25	12	29	27	21	Dragon	50	F	F	F	F	
125521	125572	34:52.01	1	BC62FBBB		Naughty	1	17	9	18	22	8	20	Fighting	42	M	M	M	F	
125522	125531	34:52.03	0	A8AF56BC		Quiet	0	19	12	26	22	22	7	Poison	68	M	M	M	F	
125523	125626	34:52.05	1	60E3E871		Jolly	1	11	7	30	17	3	27	Dragon	59	F	M	M	F	
125524	125557	34:52.06	1	59AFEF2D		Adamant	1	1	6	0	11	1	0	Electric	41	F	M	F	F	
125525	125550	34:52.08	0	7CC90D40		Serious	0	11	16	8	18	27	7	Water	66	F	M	M	F	
125526	125661	34:52.10	1	36194B8A		Brave	0	14	28	3	16	14	27	Poison	58	M	M	M	F	
125527	125548	34:52.11	0	1FF3E3BE		Gentle	0	0	10	3	6	31	9	Grass	64	M	M	M	F	
125528	125533	34:52.13	1	5AC7E993		Quirky	1	18	15	30	28	20	26	Fighting	39	M	M	M	F	
125529	125572	34:52.15	1	BC62FBBB		Naughty	1	17	9	18	22	8	20	Fighting	42	M	M	M	F	
125530	125551	34:52.16	0	A20B7CC9		Impish	1	7	18	27	4	31	23	Grass	59	M	M	M	M	
125531	125540	34:52.18	0	C6DDF3D5		Calm	1	21	5	18	2	8	17	Poison	42	M	M	M	M	
125532	125555	34:52.20	2	428FE08D		Naive	1	13	25	27	13	22	15	Steel	57	M	M	M	F	
125533	125592	34:52.21	3	B3337A36		Hasty	0	21	29	27	21	10	0	Bug	52	F	M	F	F	
125534	125585	34:52.23	0	3F227D58		Calm	0	21	29	2	4	19	16	Fire	52	F	M	M	F	
125535	125600	34:52.25	2	718BABA3		Lonely	1	24	18	29	0	25	22	Fire	36	M	M	M	F	
125536	125585	34:52.26	1	3F227D58		Calm	0	21	29	2	4	19	16	Fire	52	F	M	M	F	
125537	125544	34:52.28	1	BDB55963		Careful	1	13	30	30	14	13	31	Water	49	F	M	M	F	
125538	125675	34:52.30	1	4AF9181D		Gentle	1	11	31	9	22	11	13	Electric	62	F	F	F	F	
125539	125688	34:52.31	1	63AC2682		Lax	0	20	1	10	3	6	16	Rock	63	M	M	M	F	
125540	125573	34:52.33	0	C931BC62		Docile	0	20	22	8	14	8	15	Flying	46	F	M	M	F	
125541	125590	34:52.35	0	690403F9		Mild	1	22	17	30	25	12	19	Ghost	38	M	M	M	M	
125542	125551	34:52.36	2	A20B7CC9		Impish	1	7	18	27	4	31	23	Grass	59	M	M	M	M	
125543	125648	34:52.38	1	DB9DDAC9		Modest	1	28	4	17	16	27	30	Fire	55	M	M	M	M	
125544	125561	34:52.40	2	9887DD96		Bashful	0	22	18	30	18	9	31	Water	49	M	M	M	F	
125545	125590	34:52.41	1	690403F9		Mild	1	22	17	30	25	12	19	Ghost	38	M	M	M	M	
125546	125661	34:52.43	2	36194B8A		Brave	0	14	28	3	16	14	27	Poison	58	M	M	M	F	
125547	125572	34:52.45	2	BC62FBBB		Naughty	1	17	9	18	22	8	20	Fighting	42	M	M	M	F	
125548	125553	34:52.46	0	FC97EE47		Quiet	1	13	4	24	20	16	15	Poison	35	F	M	M	F	
125549	125576	34:52.48	1	758A21CF		Calm	1	27	15	5	7	28	9	Steel	42	M	M	M	M	
125550	125627	34:52.50	2	78EB60E3		Impish	1	27	17	3	16	4	28	Flying	33	M	M	M	M	
125551	125622	34:52.51	1	4CDF2C8D		Quirky	1	29	9	29	11	14	6	Bug	65	M	M	M	F	
125552	125587	34:52.53	2	CC908BB5		Jolly	1	13	0	5	31	0	25	Ghost	40	M	M	M	F	
125553	125620	34:52.55	4	284ACE46		Timid	0	13	4	11	6	19	31	Grass	68	F	M	M	F	
125554	125563	34:52.56	1	265FFA56		Naive	0	7	14	23	18	19	27	Grass	70	F	M	M	F	
125555	125572	34:52.58	2	BC62FBBB		Naughty	1	17	9	18	22	8	20	Fighting	42	M	M	M	F	
125556	125713	34:52.60	0	C6A7F4F0		Lax	0	0	31	6	1	28	21	Ghost	33	M	M	M	M	
125557	125592	34:52.61	0	B3337A36		Hasty	0	21	29	27	21	10	0	Bug	52	F	M	F	F	
125558	125681	34:52.63	1	9C5B50E0		Lonely	0	16	15	24	27	5	17	Ice	41	M	M	M	M	
125559	125600	34:52.65	1	718BABA3		Lonely	1	24	18	29	0	25	22	Fire	36	M	M	M	F	
125560	125565	34:52.66	1	CE5BDDC7		Sassy	1	0	9	0	19	28	5	Ghost	40	M	M	M	M	
125561	125592	34:52.68	0	B3337A36		Hasty	0	21	29	27	21	10	0	Bug	52	F	M	F	F	
125562	125599	34:52.70	1	ABA397EE		Careful	0	11	12	28	18	29	24	Steel	40	M	M	M	M	
125563	125606	34:52.71	2	460A2003		Hardy	1	25	10	17	19	27	17	Dragon	61	F	F	F	F	
125564	125661	34:52.73	0	36194B8A		Brave	0	14	28	3	16	14	27	Poison	58	M	M	M	F	
125565	125580	34:52.75	1	8B816025		Docile	1	20	1	1	26	21	14	Water	45	F	M	F	F	
125566	125635	34:52.76	0	ADD16582		Adamant	0	29	25	3	16	0	19	Ground	37	M	M	M	F	
125567	125580	34:52.78	1	8B816025		Docile	1	20	1	1	26	21	14	Water	45	F	M	F	F	
125568	125593	34:52.80	1	6FB5B333		Quiet	1	0	21	10	31	3	5	Ice	63	F	M	F	F	
125569	125586	34:52.81	2	8BB53F22		Brave	0	16	4	19	0	5	13	Grass	32	F	M	F	F	
125570	125603	34:52.83	0	9982E416		Bashful	0	31	15	24	0	8	3	Poison	36	F	F	F	F	
125571	125600	34:52.85	1	718BABA3		Lonely	1	24	18	29	0	25	22	Fire	36	M	M	M	F	
125572	125591	34:52.86	1	7A366904		Bold	0	19	25	12	29	27	21	Dragon	50	F	F	F	F	
125573	125688	34:52.88	0	63AC2682		Lax	0	20	1	10	3	6	16	Rock	63	M	M	M	F	
125574	125591	34:52.90	0	7A366904		Bold	0	19	25	12	29	27	21	Dragon	50	F	F	F	F	
125575	125648	34:52.91	2	DB9DDAC9		Modest	1	28	4	17	16	27	30	Fire	55	M	M	M	M	
125576	125661	34:52.93	1	36194B8A		Brave	0	14	28	3	16	14	27	Poison	58	M	M	M	F	
125577	125722	34:52.95	2	604BF60B		Careful	1	5	12	16	7	16	29	Bug	40	F	F	F	F	
125578	125587	34:52.96	0	CC908BB5		Jolly	1	13	0	5	31	0	25	Ghost	40	M	M	M	F	
125579	125626	34:52.98	1	60E3E871		Jolly	1	11	7	30	17	3	27	Dragon	59	F	M	M	F	
125580	125621	34:53.00	0	2C8D284A		Rash	0	31	6	19	9	29	29	Dragon	34	F	M	M	F	
125581	125736	34:53.01	0	995D2DCA		Bashful	0	10	2	8	17	24	5	Bug	31	M	M	M	M	
125582	125681	34:53.03	1	9C5B50E0		Lonely	0	16	15	24	27	5	17	Ice	41	M	M	M	M	
125583	125626	34:53.05	0	60E3E871		Jolly	1	11	7	30	17	3	27	Dragon	59	F	M	M	F	
125584	125615	34:53.06	1	D612B3D8		Serious	0	28	0	3	24	29	1	Grass	32	M	M	M	M	
125585	125648	34:53.08	2	DB9DDAC9		Modest	1	28	4	17	16	27	30	Fire	55	M	M	M	M	
125586	125603	34:53.10	1	9982E416		Bashful	0	31	15	24	0	8	3	Poison	36	F	F	F	F	
125587	125634	34:53.11	1	65821BC8		Impish	0	17	14	11	25	3	29	Dragon	54	M	M	M	M	
125588	125593	34:53.13	1	6FB5B333		Quiet	1	0	21	10	31	3	5	Ice	63	F	M	F	F	
125589	125688	34:53.15	0	63AC2682		Lax	0	20	1	10	3	6	16	Rock	63	M	M	M	F	
125590	125647	34:53.16	0	DAC95A2F		Hasty	1	29	28	22	4	17	28	Steel	32	F	M	F	F	
125591	125606	34:53.18	2	460A2003		Hardy	1	25	10	17	19	27	17	Dragon	61	F	F	F	F	
125592	125623	34:53.20	2	753D4CDF		Sassy	1	6	11	14	3	26	17	Ghost	64	M	M	M	M	
125593	125632	34:53.21	1	624DA57D		Bold	1	8	30	6	12	25	2	Steel	38	F	M	M	F	
125594	125621	34:53.23	3	2C8D284A		Rash	0	31	6	19	9	29	29	Dragon	34	F	M	M	F	
125595	125606	34:53.25	2	460A2003		Hardy	1	25	10	17	19	27	17	Dragon	61	F	F	F	F	
125596	125627	34:53.26	1	78EB60E3		Impish	1	27	17	3	16	4	28	Flying	33	M	M	M	M	
125597	125654	34:53.28	1	A5181252		Rash	0	31	28	20	17	18	22	Rock	56	F	M	M	F	
125598	125629	34:53.30	1	121C0E3B		Naive	1	6	1	1	11	9	29	Dragon	40	F	M	F	F	
125599	125644	34:53.31	2	5CF5CC1A		Quiet	0	19	8	24	17	22	15	Bug	56	F	F	F	F	
125600	125675	34:53.33	0	4AF9181D		Gentle	1	11	31	9	22	11	13	Electric	62	F	F	F	F	
125601	125648	34:53.35	1	DB9DDAC9		Modest	1	28	4	17	16	27	30	Fire	55	M	M	M	M	
125602	125649	34:53.36	3	C49CDB9D		Careful	1	30	16	27	18	8	25	Poison	43	M	M	M	F	
125603	125632	34:53.38	2	624DA57D		Bold	1	8	30	6	12	25	2	Steel	38	F	M	M	F	
125604	125631	34:53.40	3	A57D8426		Calm	0	13	18	24	30	6	8	Fighting	61	F	M	F	F	
125605	125632	34:53.41	1	624DA57D		Bold	1	8	30	6	12	25	2	Steel	38	F	M	M	F	
125606	125635	34:53.43	3	ADD16582		Adamant	0	29	25	3	16	0	19	Ground	37	M	M	M	F	
125607	125630	34:53.45	0	8426121C		Mild	0	29	11	9	18	24	13	Ground	41	F	F	F	F	
125608	125619	34:53.46	1	CE46BC23		Naughty	1	10	2	10	4	11	13	Water	54	F	M	F	F	
125609	125626	34:53.48	1	60E3E871		Jolly	1	11	7	30	17	3	27	Dragon	59	F	M	M	F	
125610	125629	34:53.50	1	121C0E3B		Naive	1	6	1	1	11	9	29	Dragon	40	F	M	F	F	
125611	125634	34:53.51	0	65821BC8		Impish	0	17	14	11	25	3	29	Dragon	54	M	M	M	M	
125612	125643	34:53.53	0	CC1AE4C0		Timid	0	21	7	23	8	24	19	Ground	38	M	M	M	M	
125613	125648	34:53.55	1	DB9DDAC9		Modest	1	28	4	17	16	27	30	Fire	55	M	M	M	M	
125614	125661	34:53.56	1	36194B8A		Brave	0	14	28	3	16	14	27	Poison	58	M	M	M	F	
125615	125736	34:53.58	1	995D2DCA		Bashful	0	10	2	8	17	24	5	Bug	31	M	M	M	M	
125616	125627	34:53.60	0	78EB60E3		Impish	1	27	17	3	16	4	28	Flying	33	M	M	M	M	
125617	125626	34:53.61	1	60E3E871		Jolly	1	11	7	30	17	3	27	Dragon	59	F	M	M	F	
125618	125645	34:53.63	0	E1135CF5		Docile	1	15	17	22	22	22	9	Poison	63	M	M	M	M	
125619	125668	34:53.65	1	7FA48D52		Naive	0	7	2	14	13	19	15	Ice	59	F	M	M	F	
125620	125663	34:53.66	0	BA1B0F8E		Bold	0	14	14	16	21	9	8	Electric	31	M	M	M	F	
125621	125704	34:53.68	0	E3E0F639		Naughty	1	9	2	1	17	2	7	Ghost	56	F	M	F	F	
125622	125671	34:53.70	0	5E664DAF		Jolly	1	20	28	25	2	15	2	Fire	65	M	M	M	F	
125623	125766	34:53.71	1	E9EE58D5		Serious	1	0	2	6	0	24	20	Fighting	33	M	M	M	M	
125624	125663	34:53.73	0	BA1B0F8E		Bold	0	14	14	16	21	9	8	Electric	31	M	M	M	F	
125625	125628	34:53.75	1	0E3B78EB		Adamant	1	28	16	4	1	1	6	Electric	35	M	M	M	M	
125626	125663	34:53.76	0	BA1B0F8E		Bold	0	14	14	16	21	9	8	Electric	31	M	M	M	F	
125627	125736	34:53.78	0	995D2DCA		Bashful	0	10	2	8	17	24	5	Bug	31	M	M	M	M	
125628	125647	34:53.80	1	DAC95A2F		Hasty	1	29	28	22	4	17	28	Steel	32	F	M	F	F	
125629	125632	34:53.81	1	624DA57D		Bold	1	8	30	6	12	25	2	Steel	38	F	M	M	F	
125630	125741	34:53.83	0	E25FACF7		Modest	1	19	14	4	12	8	30	Fighting	36	M	M	M	M	
125631	125648	34:53.85	0	DB9DDAC9		Modest	1	28	4	17	16	27	30	Fire	55	M	M	M	M	
125632	125687	34:53.86	1	2682EE79		Serious	1	12	29	24	1	10	20	Rock	50	F	M	M	F	
125633	125746	34:53.88	1	E436DFE7		Hasty	1	15	26	24	11	27	26	Electric	67	M	M	M	M	
125634	125731	34:53.90	0	4485EE12		Sassy	0	11	0	3	6	10	0	Flying	63	F	F	F	F	
125635	125640	34:53.91	2	F0720728		Lonely	0	13	6	12	6	25	0	Steel	41	F	M	F	F	
125636	125645	34:53.93	3	E1135CF5		Docile	1	15	17	22	22	22	9	Poison	63	M	M	M	M	
125637	125668	34:53.95	0	7FA48D52		Naive	0	7	2	14	13	19	15	Ice	59	F	M	M	F	
125638	125763	34:53.96	0	0988F1F6		Relaxed	0	27	24	4	6	22	21	Poison	61	M	M	M	M	
125639	125704	34:53.98	0	E3E0F639		Naughty	1	9	2	1	17	2	7	Ghost	56	F	M	F	F	
125640	125647	34:54.00	0	DAC95A2F		Hasty	1	29	28	22	4	17	28	Steel	32	F	M	F	F	
125641	125802	34:54.01	1	351C55DB		Timid	1	0	3	1	24	24	12	Flying	31	M	M	M	M	
125642	125701	34:54.03	1	1F89D2BB		Hardy	1	14	29	10	17	29	25	Ice	33	M	M	M	F	
125643	125650	34:54.05	1	6E1EC49C		Sassy	0	25	18	8	11	29	11	Ice	46	M	M	M	F	
125644	125679	34:54.06	1	5AD8961C		Rash	0	0	7	20	2	7	27	Grass	66	F	F	F	F	
125645	125766	34:54.08	3	E9EE58D5		Serious	1	0	2	6	0	24	20	Fighting	33	M	M	M	M	
125646	125713	34:54.10	0	C6A7F4F0		Lax	0	0	31	6	1	28	21	Ghost	33	M	M	M	M	
125647	125660	34:54.11	2	4B8A6917		Gentle	1	25	16	13	28	3	14	Fire	55	F	F	F	F	
125648	125763	34:54.13	0	0988F1F6		Relaxed	0	27	24	4	6	22	21	Poison	61	M	M	M	M	
125649	125672	34:54.15	0	E7945E66		Modest	0	2	2	15	0	6	29	Poison	54	F	M	M	F	
125650	125685	34:54.16	0	8830A8F9		Hasty	1	25	19	27	20	9	2	Water	38	M	M	M	M	
125651	125676	34:54.18	2	27EB4AF9		Brave	1	13	22	11	16	5	28	Fire	33	M	M	M	M	
125652	125741	34:54.20	1	E25FACF7		Modest	1	19	14	4	12	8	30	Fighting	36	M	M	M	M	
125653	125668	34:54.21	0	7FA48D52		Naive	0	7	2	14	13	19	15	Ice	59	F	M	M	F	
125654	125763	34:54.23	2	0988F1F6		Relaxed	0	27	24	4	6	22	21	Poison	61	M	M	M	M	
125655	125666	34:54.25	1	302026A8		Mild	0	18	10	3	29	31	4	Psychic	54	M	M	M	F	
125656	125673	34:54.26	0	BC42E794		Bashful	0	29	0	6	23	18	25	Bug	63	M	M	M	F	
125657	125666	34:54.28	1	302026A8		Mild	0	18	10	3	29	31	4	Psychic	54	M	M	M	F	
125658	125667	34:54.30	1	8D523020		Adamant	0	4	29	31	2	14	7	Ground	68	F	M	F	F	
125659	125700	34:54.31	1	D2BB00AB		Jolly	1	9	28	7	29	10	14	Bug	57	M	M	M	F	
125660	125711	34:54.33	0	3E67B765		Quirky	1	16	7	29	21	17	7	Dragon	36	F	M	M	F	
125661	125678	34:54.35	0	961CAECD		Relaxed	1	24	22	22	7	20	0	Ground	43	M	M	M	M	
125662	125673	34:54.36	1	BC42E794		Bashful	0	29	0	6	23	18	25	Bug	63	M	M	M	F	
125663	125698	34:54.38	2	A6387561		Gentle	1	11	5	0	21	20	27	Ghost	35	F	M	M	F	
125664	125675	34:54.40	1	4AF9181D		Gentle	1	11	31	9	22	11	13	Electric	62	F	F	F	F	
125665	125694	34:54.41	1	87F00A0A		Calm	0	5	29	29	24	17	22	Water	35	F	F	F	F	
125666	125669	34:54.43	3	38477FA4		Adamant	0	15	13	19	19	23	6	Ice	68	M	M	M	F	
125667	125690	34:54.45	0	1870A834		Lonely	0	19	0	23	18	7	9	Grass	63	F	M	F	F	
125668	125763	34:54.46	1	0988F1F6		Relaxed	0	27	24	4	6	22	21	Poison	61	M	M	M	M	
125669	125766	34:54.48	1	E9EE58D5		Serious	1	0	2	6	0	24	20	Fighting	33	M	M	M	M	
125670	125717	34:54.50	0	F510D47B		Mild	1	9	14	10	24	12	15	Poison	38	F	M	M	F	
125671	125688	34:54.51	2	63AC2682		Lax	0	20	1	10	3	6	16	Rock	63	M	M	M	F	
125672	125679	34:54.53	1	5AD8961C		Rash	0	0	7	20	2	7	27	Grass	66	F	F	F	F	
125673	125722	34:54.55	2	604BF60B		Careful	1	5	12	16	7	16	29	Bug	40	F	F	F	F	
125674	125775	34:54.56	2	D4A47D2F		Bashful	1	17	12	8	4	22	3	Poison	55	F	M	F	F	
125675	125682	34:54.58	1	61F09C5B		Rash	1	17	27	5	7	10	25	Steel	61	F	M	M	F	
125676	125711	34:54.60	2	3E67B765		Quirky	1	16	7	29	21	17	7	Dragon	36	F	M	M	F	
125677	125684	34:54.61	0	A8F91771		Adamant	1	16	1	2	19	27	25	Ice	63	F	M	M	F	
125678	125759	34:54.63	1	2A1C0ABF		Docile	1	30	24	20	31	30	27	Bug	66	M	M	M	M	
125679	125704	34:54.65	0	E3E0F639		Naughty	1	9	2	1	17	2	7	Ghost	56	F	M	F	F	
125680	125723	34:54.66	1	C185604B		Brave	1	29	7	16	14	26	22	Fighting	66	F	M	M	F	
125681	125692	34:54.68	0	1E49DC13		Sassy	1	10	16	2	31	1	16	Electric	43	F	F	F	F	
125682	125689	34:54.70	0	A83463AC		Lonely	0	16	3	6	0	23	19	Grass	59	M	M	M	F	
125683	125738	34:54.71	1	E225A04A		Relaxed	0	7	22	25	7	11	23	Dragon	67	F	M	M	F	
125684	125803	34:54.73	0	8460351C		Naive	0	12	24	24	22	5	15	Water	45	F	F	F	F	
125685	125720	34:54.75	1	A7D0B30F		Quirky	1	11	16	29	2	24	11	Ground	45	F	F	F	F	
125686	125699	34:54.76	1	00ABA638		Impish	0	27	21	20	28	7	9	Grass	50	F	M	F	F	
125687	125908	34:54.78	1	BE59DEBE		Mild	0	9	1	8	16	2	4	Fighting	50	M	M	M	F	
125688	125691	34:54.80	1	DC131870		Timid	0	9	18	7	16	2	10	Flying	59	F	M	M	F	
125689	125734	34:54.81	0	9D81A8C0		Docile	0	10	14	11	10	6	29	Poison	64	M	M	M	M	
125690	125803	34:54.83	1	8460351C		Naive	0	12	24	24	22	5	15	Water	45	F	F	F	F	
125691	125798	34:54.85	1	5BBE48AF		Adamant	1	5	6	31	0	13	12	Fire	33	M	M	M	F	
125692	125703	34:54.86	0	F6392BAE		Calm	0	0	31	24	2	1	9	Grass	41	M	M	M	F	
125693	125696	34:54.88	1	4716F7A5		Hardy	1	1	11	29	17	9	24	Ice	31	M	M	M	F	
125694	125731	34:54.90	1	4485EE12		Sassy	0	11	0	3	6	10	0	Flying	63	F	F	F	F	
125695	125722	34:54.91	0	604BF60B		Careful	1	5	12	16	7	16	29	Bug	40	F	F	F	F	
125696	125711	34:54.93	3	3E67B765		Quirky	1	16	7	29	21	17	7	Dragon	36	F	M	M	F	
125697	125708	34:54.95	3	491445FA		Brave	0	14	31	29	27	13	5	Dragon	42	M	M	M	M	
125698	125707	34:54.96	1	45FA8A27		Gentle	1	20	8	18	31	29	14	Electric	47	F	M	F	F	
125699	125848	34:54.98	1	77C52905		Sassy	1	7	26	31	27	5	22	Psychic	49	F	F	F	F	
125700	125797	34:55.00	1	48AF3373		Careful	1	30	29	22	6	31	5	Grass	63	F	M	M	F	
125701	125738	34:55.01	1	E225A04A		Relaxed	0	7	22	25	7	11	23	Dragon	67	F	M	M	F	
125702	125733	34:55.03	1	A8C00C0B		Impish	1	1	12	7	14	11	10	Fire	68	F	F	F	F	
125703	125746	34:55.05	2	E436DFE7		Hasty	1	15	26	24	11	27	26	Electric	67	M	M	M	M	
125704	125731	34:55.06	0	4485EE12		Sassy	0	11	0	3	6	10	0	Flying	63	F	F	F	F	
125705	125742	34:55.08	0	91D3E25F		Quiet	1	30	12	8	6	29	19	Water	45	F	M	M	F	
125706	125803	34:55.10	3	8460351C		Naive	0	12	24	24	22	5	15	Water	45	F	F	F	F	
125707	125750	34:55.11	1	5BD053D8		Impish	0	14	19	28	5	23	9	Ice	52	M	M	M	M	
125708	125743	34:55.13	0	A19E91D3		Calm	1	19	6	29	31	23	7	Dragon	67	M	M	M	M	
125709	125720	34:55.15	0	A7D0B30F		Quirky	1	11	16	29	2	24	11	Ground	45	F	F	F	F	
125710	125747	34:55.16	1	634FE436		Hardy	0	26	11	27	30	20	24	Flying	44	F	M	F	F	
125711	125732	34:55.18	1	0C0B4485		Naughty	1	0	6	10	12	7	1	Water	54	M	M	M	F	
125712	125749	34:55.20	1	53D86D7A		Bold	0	16	30	22	19	28	14	Ground	49	F	M	M	F	
125713	125746	34:55.21	0	E436DFE7		Hasty	1	15	26	24	11	27	26	Electric	67	M	M	M	M	
125714	125747	34:55.23	1	634FE436		Hardy	0	26	11	27	30	20	24	Flying	44	F	M	F	F	
125715	125862	34:55.25	0	EEA82F52		Calm	0	23	4	21	31	9	2	Psychic	45	F	M	M	F	
125716	125781	34:55.26	0	3373CD7D		Hasty	1	21	10	3	14	4	6	Flying	49	F	M	M	F	
125717	125756	34:55.28	3	5231FD15		Modest	1	6	11	17	21	2	31	Steel	57	F	F	F	F	
